CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;EXT.OZON.3
c54371;p;CITY;Баскудук;54371
c46924;p;CITY;Баутино;46924
c46925;p;CITY;Бауыржан момышулы;46925
c54372;p;CITY;Баянды;54372
c46935;p;CITY;Бейнеу;46935
c46939;p;CITY;Бекболат;46939
c46943;p;CITY;Бектобе;46943
c46948;p;CITY;Белбулак;46948
c54350;p;CITY;Белес;54350
c46960;p;CITY;Белокаменка;46960
c46961;p;CITY;Белоусовка;46961
c54410;p;CITY;Березовка;54410
c54383;p;CITY;Березовка;54383
c46973;p;CITY;Береке;46973
c46980;p;CITY;Бесагаш;46980
c46983;p;CITY;Бесжылдык;46983
c46984;p;CITY;Бескайнар;46984
c47008;p;CITY;Бирлесу енбек;47008
c49339;p;CITY;Бирлик;49339
c47026;p;CITY;Бишкуль;47026
c47029;p;CITY;Бобровка;47029
c47036;p;CITY;Боголюбово;47036
c54282;p;CITY;Бозайгыр;54282
c47044;p;CITY;Бозщаколь;47044
c47050;p;CITY;Большая Малышка;47050
c47057;p;CITY;Боралдай;47057
c47059;p;CITY;Боранкул;47059
c54402;p;CITY;Борки;54402
c47063;p;CITY;Боровое;47063
c54411;p;CITY;Боровское;54411
c47064;p;CITY;Боровской;47064
c47078;p;CITY;Ботакара;47078
c47088;p;CITY;Булаево;47088
c47089;p;CITY;Булакты;47089
c51534;p;CITY;Бурабай;51534
c49360;p;CITY;Бурлин;49360
c54412;p;CITY;Вагулино;54412
c47115;p;CITY;Введенка;47115
c47118;p;CITY;Верхнеберезовский;47118
c47123;p;CITY;Веселовка;47123
c47127;p;CITY;Винное;47127
c54413;p;CITY;Вишневка;54413
c47130;p;CITY;Владимировка;47130
c54414;p;CITY;Водопроводное;54414
c47135;p;CITY;Воздвиженка;47135
c54403;p;CITY;Вознесенка;54403
c47147;p;CITY;Воскресеновка;47147
c47153;p;CITY;Выдриха;47153
c47162;p;CITY;Ганюшкино;47162
c47168;p;CITY;Глазуновка;47168
c47170;p;CITY;Глубокое;47170
c54415;p;CITY;Гончаровка;54415
c54335;p;CITY;Горная Ульбинка;54335
c54384;p;CITY;Госплемстанция;54384
c47185;p;CITY;Гродиково;47185
c47187;p;CITY;Гульдала;47187
c47203;p;CITY;Дарьинское;47203
c54373;p;CITY;Даулет;54373
c47209;p;CITY;Денисовка;47209
c47215;p;CITY;Дикан;47215
c54320;p;CITY;Долан;54320
c47227;p;CITY;Долинка;47227
c47240;p;CITY;Доскей аул;47240
c47242;p;CITY;Доссор;47242
c47251;p;CITY;Дружба;47251
c47254;p;CITY;Дубовка;47254
c47258;p;CITY;Егендыбулак;47258
c54321;p;CITY;Елтай;54321
c54438;p;CITY;Енбекши;54438
c47281;p;CITY;Енбекши;47281
c47290;p;CITY;Ерейментау;47290
c47292;p;CITY;Еркин;47292
c54342;p;CITY;Ермаковка;54342
c54322;p;CITY;Ерменсай;54322
c47300;p;CITY;Есик;47300
c47301;p;CITY;Есиль;47301
c47307;p;CITY;Ефремовка;47307
c47315;p;CITY;Жайрем;47315
c54323;p;CITY;Жалпаксай;54323
c47340;p;CITY;Жалпактобе;47340
c47350;p;CITY;Жамбыл;47350
c47361;p;CITY;Жана даур;47361
c54385;p;CITY;Жана Кала;54385
c54308;p;CITY;Жанажол;54308
c54277;p;CITY;Жана-Жол;54277
c47380;p;CITY;Жанакорган;47380
c47382;p;CITY;Жаналык;47382
c47387;p;CITY;Жанаозен;47387
c54331;p;CITY;Жанаталап;54331
c47393;p;CITY;Жанатас;47393
c54348;p;CITY;Жанатурмыс;54348
c54324;p;CITY;Жанатурмыс;54324
c47399;p;CITY;Жанашар;47399
c47400;p;CITY;Жанбай;47400
c47402;p;CITY;Жангала;47402
c47405;p;CITY;Жандосова;47405
c47409;p;CITY;Жаныбек;47409
c47414;p;CITY;Жаркент;47414
c49361;p;CITY;Жарсуат;49361
c47429;p;CITY;Жарык;47429
c47435;p;CITY;Жаугашты;47435
c47438;p;CITY;Жезды;47438
c40993;p;CITY;Жезказган;40993
c47439;p;CITY;Жезкент;47439
c47440;p;CITY;Железинка;47440
c47448;p;CITY;Жетекши;47448
c47451;p;CITY;Жетыбай;47451
c47453;p;CITY;Жетысай;47453
c54325;p;CITY;Жетысу;54325
c54278;p;CITY;Жибек Жолы;54278
c47464;p;CITY;Житикара;47464
c54386;p;CITY;Жолкудук;54386
c47470;p;CITY;Жопек батыр;47470
c47471;p;CITY;Жосалы;47471
c47473;p;CITY;Жуантобе;47473
c47496;p;CITY;Зайсан;47496
c47497;p;CITY;Зангар;47497
c54387;p;CITY;Заозерное;54387
c47504;p;CITY;Заречное;47504
c47505;p;CITY;Заречное;47505
c47507;p;CITY;Заря;47507
c47508;p;CITY;Затобольск;47508
c54416;p;CITY;Затон;54416
c47525;p;CITY;Знаменское;47525
c54447;p;CITY;Игилик;54447
c54417;p;CITY;Измайловка;54417
c54334;p;CITY;Индер;54334
c47559;p;CITY;Иргели;47559
c47560;p;CITY;Иргиз;47560
c47561;p;CITY;Иркол;47561
c54279;p;CITY;Кабанбай Батыра;54279
c47574;p;CITY;Казалинск;47574
c47587;p;CITY;Казталовка;47587
c47588;p;CITY;Казцик;47588
c47601;p;CITY;Кайнар;47601
c54341;p;CITY;Калбатау;54341
c54404;p;CITY;Калугино;54404
c47630;p;CITY;Каменка;47630
c54336;p;CITY;Каменный Карьер;54336
c47645;p;CITY;Кандыагаш;47645
c47652;p;CITY;Капшагай;47652
c47657;p;CITY;Карабалык;47657
c47658;p;CITY;Карабас;47658
c47665;p;CITY;Карабулак;47665
c47676;p;CITY;Карабутак;47676
c47679;p;CITY;Карагайлы;47679
c40994;p;CITY;Караганда;40994
c47685;p;CITY;Каражал;47685
c47688;p;CITY;Каражар;47688
c47694;p;CITY;Каракемер;47694
c47699;p;CITY;Каракобда;47699
c47709;p;CITY;Каракум;47709
c47712;p;CITY;Карамурт;47712
c47717;p;CITY;Караой;47717
c54280;p;CITY;Караоткель;54280
c47728;p;CITY;Карасу;47728
c47740;p;CITY;Каратобе;47740
c54388;p;CITY;Каратогай;54388
c45190;p;CITY;Каратон;45190
c51535;p;CITY;Карауылкелды;51535
c47758;p;CITY;Каргалы;47758
c54358;p;CITY;Каркаралы;54358
c54418;p;CITY;Карлыга;54418
c47769;p;CITY;Каскелен;47769
c54344;p;CITY;Касыма Кайсенова;54344
c47773;p;CITY;Касымбек;47773
c51533;p;CITY;Катарколь;51533
c47776;p;CITY;Качар;47776
c47786;p;CITY;Кендала;47786
c49335;p;CITY;Кенжеколь;49335
c47799;p;CITY;Кентау;47799
c47803;p;CITY;Кершетас;47803
c47806;p;CITY;Киевка;47806
c54448;p;CITY;Кожакорган;54448
c47844;p;CITY;Кожохово;47844
c54456;p;CITY;Кокарал;54456
c47854;p;CITY;Кокбастау;47854
c47857;p;CITY;Кокбулак;47857
c54315;p;CITY;Коккайнар;54315
c54326;p;CITY;Кокозек;54326
c47870;p;CITY;Кокпекты;47870
c47871;p;CITY;Кокпекты;47871
c47872;p;CITY;Коксай;47872
c47874;p;CITY;Коксейек;47874
c47877;p;CITY;Коксу;47877
c54311;p;CITY;Коктал;54311
c47884;p;CITY;Коктау;47884
c40995;p;CITY;Кокшетау;40995
c54333;p;CITY;Колхозшы;54333
c47911;p;CITY;Кольди;47911
c47914;p;CITY;Комешбулак;47914
c47923;p;CITY;Комсомольское;47923
c54419;p;CITY;Кондратовка;54419
c47927;p;CITY;Конекеткен;47927
c47938;p;CITY;Конысбай;47938
c47953;p;CITY;Кордай;47953
c47960;p;CITY;Коряковка;47960
c47971;p;CITY;Косозен;47971
c40996;p;CITY;Костанай;40996
c54281;p;CITY;Косшы;54281
c54327;p;CITY;Кошмамбет;54327
c54275;p;CITY;Коянды;54275
c54316;p;CITY;Коянкус;54316
c54420;p;CITY;Красная Горка;54420
c47999;p;CITY;Красноармейка;47999
c48006;p;CITY;Краснознаменное;48006
c48012;p;CITY;Красный кардон;48012
c48038;p;CITY;Кулан;48038
c45191;p;CITY;Кульсары;45191
c48051;p;CITY;Кумшагал;48051
c54309;p;CITY;Курайли;54309
c54389;p;CITY;Курколь;54389
c48060;p;CITY;Курминское;48060
c48065;p;CITY;Курчум;48065
c48066;p;CITY;Курык;48066
c54449;p;CITY;Кутарыс;54449
c48071;p;CITY;Кушмурун;48071
c48073;p;CITY;Кушум;48073
c48075;p;CITY;Кыземшек;48075
c48076;p;CITY;Кызыгурт;48076
c48098;p;CITY;Кызылжар;48098
c48100;p;CITY;Кызылжар;48100
c48109;p;CITY;Кызылкайнар;48109
c40997;p;CITY;Кызылорда;40997
c54374;p;CITY;Кызыл-Тобе;54374
c48121;p;CITY;Кызылту;48121
c54328;p;CITY;Кыргаулды;54328
c48136;p;CITY;Ленгер;48136
c48140;p;CITY;Ленинградское;48140
c49334;p;CITY;Ленинское;49334
c48159;p;CITY;Лисаковск;48159
c48168;p;CITY;Львовка;48168
c48179;p;CITY;Майколь;48179
c48190;p;CITY;Макарово;48190
c48192;p;CITY;Макат;48192
c48196;p;CITY;Макинск;48196
c48207;p;CITY;Маловодное;48207
c54345;p;CITY;Мамай Батыр;54345
c48212;p;CITY;Мамлютка;48212
c54457;p;CITY;Мамыр;54457
c54444;p;CITY;Мамыр;54444
c54375;p;CITY;Мангистау;54375
c54439;p;CITY;Манкент;54439
c54450;p;CITY;Мартобе;54450
c48219;p;CITY;Мартук;48219
c48221;p;CITY;Масаншы;48221
c48226;p;CITY;Махамбет;48226
c54451;p;CITY;Машат;54451
c48231;p;CITY;Междуреченск;48231
c54329;p;CITY;Мерей;54329
c48237;p;CITY;Мерке;48237
c54421;p;CITY;Метлишино;54421
c54406;p;CITY;Миролюбовка;54406
c48254;p;CITY;Михайловка;48254
c48259;p;CITY;Мичурино;48259
c48261;p;CITY;Мичуринское;48261
c48265;p;CITY;Миялы;48265
c48278;p;CITY;Молодежный;48278
c48285;p;CITY;Московское;48285
c48290;p;CITY;Мукур;48290
c48292;p;CITY;Мунайши;48292
c54317;p;CITY;Мухаметжан Туймебаева;54317
c49333;p;CITY;Муялды;49333
c48298;p;CITY;Мынарал;48298
c48300;p;CITY;Мынбаев;48300
c48304;p;CITY;Мырзакент;48304
c48305;p;CITY;Мырзатай;48305
c51529;p;CITY;Научный;51529
c48328;p;CITY;Некрасовка;48328
c48330;p;CITY;Нефтянник;48330
c54343;p;CITY;Новая Бухтарма;54343
c48347;p;CITY;Новоалексеевка;48347
c48358;p;CITY;Новодолинский;48358
c48362;p;CITY;Новоишимский;48362
c48363;p;CITY;Новокаменка;48363
c48378;p;CITY;Новопавловка;48378
c48381;p;CITY;Новопокровка;48381
c54360;p;CITY;Новоселовка;54360
c48403;p;CITY;Новочерноярка;48403
c54346;p;CITY;Новоявленка;54346
c48404;p;CITY;Новоямышево;48404
c48424;p;CITY;Озерное;48424
c48437;p;CITY;Октябрьский;48437
c48448;p;CITY;Октябрьское;48448
c54422;p;CITY;Ольшанка;54422
c48454;p;CITY;Опытное поле;48454
c48471;p;CITY;Осакаровка;48471
c48474;p;CITY;Отар;48474
c48475;p;CITY;Отеген батыр;48475
c49331;p;CITY;Павлодар;49331
c49332;p;CITY;Павлодарское;49332
c48489;p;CITY;Панфилова;48489
c54390;p;CITY;Парамоновка;54390
c54423;p;CITY;Пеньково;54423
c54318;p;CITY;Первомайский;54318
c48509;p;CITY;Переметное;48509
c54424;p;CITY;Петерфельд;54424
c48519;p;CITY;Петропавловка;48519
c40999;p;CITY;Петропавловск;40999
c54364;p;CITY;Пешковка;54364
c48521;p;CITY;Пионер;48521
c54337;p;CITY;Планидовка;54337
c54425;p;CITY;Плоское;54425
c48528;p;CITY;Погодаево;48528
c54426;p;CITY;Подгорное;54426
c48535;p;CITY;Подстепное;48535
c48537;p;CITY;Покатиловка;48537
c48542;p;CITY;Покровка;48542
c48546;p;CITY;Половниковка;48546
c48556;p;CITY;Прапорщиково;48556
c48557;p;CITY;Предгорное;48557
c54427;p;CITY;Пресновка;54427
c48565;p;CITY;Прибрежное;48565
c48569;p;CITY;Пригородное;48569
c54428;p;CITY;Приишимка;54428
c48586;p;CITY;Приозерск;48586
c48588;p;CITY;Приреченское;48588
c54353;p;CITY;Приуральное;54353
c54405;p;CITY;Прогресс;54405
c48596;p;CITY;Прогресс;48596
c49367;p;CITY;Пугачево;49367
c48606;p;CITY;Рабат;48606
c48616;p;CITY;Райымбек;48616
c48624;p;CITY;Риддер;48624
c48627;p;CITY;Родниковка;48627
c48631;p;CITY;Розовка;48631
c48636;p;CITY;Рубежинское;48636
c41000;p;CITY;Рудный;41000
c54391;p;CITY;Рустемова;54391
c48641;p;CITY;Рыскулов;48641
c48648;p;CITY;Садовое;48648
c48650;p;CITY;Садчиковка;48650
c48654;p;CITY;Сайрам;48654
c48655;p;CITY;Сайхин;48655
c54376;p;CITY;Сайын;54376
c48656;p;CITY;Саксаульск;48656
c54367;p;CITY;Саксаульская;54367
c48660;p;CITY;Самарканд;48660
c48661;p;CITY;Самарское;48661
c48669;p;CITY;Сарань;48669
c48675;p;CITY;Саркан;48675
c48678;p;CITY;Сарыагаш;48678
c48690;p;CITY;Сарыкемер;48690
c48693;p;CITY;Сарыколь;48693
c48697;p;CITY;Сарыозек;48697
c48701;p;CITY;Сарыомир;48701
c54392;p;CITY;Сарышыганак;54392
c48709;p;CITY;Састобе;48709
c48710;p;CITY;Сатпаев;48710
c48736;p;CITY;Секисовка;48736
c54429;p;CITY;Семаки;54429
c41001;p;CITY;Семей;41001
c48745;p;CITY;Сергеевка;48745
c48747;p;CITY;Серебрянск;48747
c48748;p;CITY;Силантьевка;48748
c48762;p;CITY;Соколовка;48762
c48766;p;CITY;Солнечный;48766
c48767;p;CITY;Солнечный;48767
c54430;p;CITY;Сосновка;54430
c54393;p;CITY;Старая Черноярка;54393
c48790;p;CITY;Степановка;48790
c48791;p;CITY;Степногорск;48791
c54361;p;CITY;Степное;54361
c54338;p;CITY;Степное;54338
c48799;p;CITY;Степняк;48799
c48806;p;CITY;Сузак;48806
c54394;p;CITY;Сычевка;54394
c54454;p;CITY;Тайконыр;54454
c48840;p;CITY;Тайпак;48840
c54349;p;CITY;Талас;54349
c48850;p;CITY;Талгар;48850
c48857;p;CITY;Талдыбулак;48857
c41002;p;CITY;Талдыкорган;41002
c41003;p;CITY;Тараз;41003
c48874;p;CITY;Тарановское;48874
c48880;p;CITY;Тарханка;48880
c54365;p;CITY;Тасбогет;54365
c48884;p;CITY;Таскала;48884
c48895;p;CITY;Тассай;48895
c48898;p;CITY;Тастобе;48898
c48908;p;CITY;Таукент;48908
c54330;p;CITY;Таусамалы;54330
c54431;p;CITY;Ташкентка;54431
c48912;p;CITY;Тегистик;48912
c48916;p;CITY;Текели;48916
c54441;p;CITY;Темирлан;54441
c48924;p;CITY;Темирлановка;48924
c45192;p;CITY;Темиртау;45192
c54432;p;CITY;Тепличное;54432
c48929;p;CITY;Теректы;48929
c54378;p;CITY;Теренколь;54378
c48936;p;CITY;Теренозек;48936
c54455;p;CITY;Терискей;54455
c48953;p;CITY;Тобол;48953
c54395;p;CITY;Тобылжаж;54395
c48961;p;CITY;Тогызкудук;48961
c48962;p;CITY;Тогыс;48962
c48966;p;CITY;Токуши;48966
c48968;p;CITY;Толе би;48968
c54433;p;CITY;Толмачевка;54433
c54396;p;CITY;Толубай;54396
c48974;p;CITY;Тонкерис;48974
c54354;p;CITY;Топар;54354
c54339;p;CITY;Топиха;54339
c54355;p;CITY;Торангылык;54355
c48980;p;CITY;Торгай;48980
c48983;p;CITY;Тортколь;48983
c54397;p;CITY;Торткудук;54397
c48989;p;CITY;Трекино;48989
c54434;p;CITY;Трудовая Нива;54434
c54357;p;CITY;Тузды;54357
c48999;p;CITY;Туздыбастау;48999
c49002;p;CITY;Турар;49002
c49003;p;CITY;Турар Рыскулов;49003
c49005;p;CITY;Турген;49005
c49010;p;CITY;Туркестан;49010
c49012;p;CITY;Турксиб;49012
c49018;p;CITY;Тюлькубас;49018
c49022;p;CITY;Уварово;49022
c49028;p;CITY;Узынагаш;49028
c49034;p;CITY;Узынколь;49034
c49035;p;CITY;Узынколь;49035
c54347;p;CITY;Украинка;54347
c49049;p;CITY;Улытау;49049
c54340;p;CITY;Ульба перевалочная;54340
c41004;p;CITY;Уральск;41004
c49066;p;CITY;Урожайное;49066
c54400;p;CITY;Успенка;54400
c49074;p;CITY;Усть таловка;49074
c41005;p;CITY;Усть-Каменогорск;41005
c49077;p;CITY;Ушаново;49077
c49078;p;CITY;Ушарал;49078
c49092;p;CITY;Уштобе;49092
c49093;p;CITY;Уштобе;49093
c49096;p;CITY;Уялыжар;49096
c54314;p;CITY;Фабричный;54314
c49098;p;CITY;Федоровка;49098
c49099;p;CITY;Федоровка;49099
c49100;p;CITY;Феклистовка;49100
c49101;p;CITY;Форт шевченко;49101
c49111;p;CITY;Харьковка;49111
c54310;p;CITY;Хобда;54310
c49121;p;CITY;Хромтау;49121
c49137;p;CITY;Чапаев;49137
c54435;p;CITY;Чапаево;54435
c49146;p;CITY;Чеботарево;49146
c49168;p;CITY;Чесноково;49168
c54313;p;CITY;Чилик;54313
c54351;p;CITY;Чинарево;54351
c49172;p;CITY;Чингирлау;49172
c54452;p;CITY;Чиркино;54452
c49181;p;CITY;Чувашинское;49181
c49189;p;CITY;Шайкорык;49189
c54352;p;CITY;Шалгай;54352
c49204;p;CITY;Шалкар;49204
c54398;p;CITY;Шанды;54398
c49221;p;CITY;Шардара;49221
c49223;p;CITY;Шаульдер;49223
c49224;p;CITY;Шахан;49224
c54436;p;CITY;Шаховское;54436
c49226;p;CITY;Шахтинск;49226
c54356;p;CITY;Шашубай;54356
c49228;p;CITY;Шаян;49228
c54453;p;CITY;Шекербулак;54453
c49231;p;CITY;Шелек;49231
c49233;p;CITY;Шемонаиха;49233
c49235;p;CITY;Шенгелды;49235
c49236;p;CITY;Шетпе;49236
c49240;p;CITY;Шиели;49240
c49256;p;CITY;Шолаккорган;49256
c49259;p;CITY;Шолдала;49259
c54377;p;CITY;Шоптыколь;54377
c49267;p;CITY;Шу;49267
c49269;p;CITY;Шубар;49269
c54359;p;CITY;Шубарколь;54359
c49270;p;CITY;Шубаркудук;49270
c54442;p;CITY;Шубаровка;54442
c54443;p;CITY;Шубарсу;54443
c49274;p;CITY;Шульбинск;49274
c49280;p;CITY;Шыганак станция;49280
c41006;p;CITY;Шымкент;41006
c49290;p;CITY;Щербаково;49290
c49292;p;CITY;Щучинск;49292
c49300;p;CITY;Ынтымак;49300
c41007;p;CITY;Экибастуз;41007
c49307;p;CITY;Эмба;49307
c49315;p;CITY;Южный;49315
c49318;p;CITY;Якорь;49318
c54437;p;CITY;Янцено;54437
c54506;p;CITY;Адаменки;54506
c54507;p;CITY;Адамово;54507
c52835;p;CITY;Азделино;52835
c54508;p;CITY;Азино;54508
c54636;p;CITY;Аксаковщина;54636
c53647;p;CITY;Александрия;53647
c54509;p;CITY;Алексиничи;54509
c52840;p;CITY;Алексичи;52840
c52509;p;CITY;Аленовичи;52509
c53283;p;CITY;Алесино;53283
c53322;p;CITY;Альба;53322
c54510;p;CITY;Альбрехтово;54510
c54511;p;CITY;Амбросовичи;54511
c53366;p;CITY;Ананичи;53366
c52599;p;CITY;Андреевщина;52599
c52508;p;CITY;Андроны;52508
c53634;p;CITY;Антоновка;53634
c54462;p;CITY;Антоново;54462
c54463;p;CITY;Антополь;54463
c54512;p;CITY;Антополье;54512
c52348;p;CITY;Арабовщина;52348
c52786;p;CITY;Артуки;52786
c52881;p;CITY;Асаревичи;52881
c53363;p;CITY;Аталезь;53363
c53455;p;CITY;Атолино;53455
c54513;p;CITY;Ахремовцы;54513
c53132;p;CITY;Аэропорт Минск-2;53132
c52536;p;CITY;Бабиничи;52536
c54514;p;CITY;Бабиновичи;54514
c54515;p;CITY;Бабичи;54515
c52772;p;CITY;Бабичи;52772
c52859;p;CITY;Бабуничи;52859
c52561;p;CITY;Баево;52561
c52968;p;CITY;Бакшты;52968
c42474;p;CITY;Барановичи;42474
c52524;p;CITY;Барань;52524
c54637;p;CITY;Барань;54637
c52744;p;CITY;Барбаров;52744
c52740;p;CITY;Барсуки;52740
c54516;p;CITY;Барсуки;54516
c54638;p;CITY;Басмановка;54638
c53120;p;CITY;Бастуны;53120
c53527;p;CITY;Батаево;53527
c52388;p;CITY;Батчи;52388
c53638;p;CITY;Бацевичи;53638
c54517;p;CITY;Башни;54517
c52490;p;CITY;Бегомль;52490
c52478;p;CITY;Бездеж;52478
c53289;p;CITY;Беларучи;53289
c53571;p;CITY;Белая Дуброва;53571
c54518;p;CITY;Белая Липа;54518
c52779;p;CITY;Белев;52779
c52942;p;CITY;Белица;52942
c52658;p;CITY;Белицк;52658
c53275;p;CITY;Беличи;53275
c53072;p;CITY;Белковщина;53072
c52365;p;CITY;Беловежский;52365
c53061;p;CITY;Белогурно;53061
c52655;p;CITY;Белое Болото;52655
c42475;p;CITY;Белоозерск;42475
c52231;p;CITY;Белоусовщина;52231
c54464;p;CITY;Белоуша;54464
c42476;p;CITY;Белыничи;42476
c53553;p;CITY;Бель-1;53553
c52609;p;CITY;Бельки;52609
c54519;p;CITY;Бельковщина;54519
c52544;p;CITY;Бельчица;52544
c53022;p;CITY;Бенякони;53022
c52629;p;CITY;Бервеновка;52629
c53109;p;CITY;Бердовка;53109
c52279;p;CITY;Бережное;52279
c42477;p;CITY;Береза;42477
c42478;p;CITY;Березино;42478
c54520;p;CITY;Березино;54520
c54557;p;CITY;Березки;54557
c54704;p;CITY;Березки;54704
c52569;p;CITY;Березки;52569
c54705;p;CITY;Березовичи;54705
c54558;p;CITY;Березовка;54558
c52911;p;CITY;Березовка;52911
c53034;p;CITY;Берестовичаны;53034
c53084;p;CITY;Бершты;53084
c53533;p;CITY;Беседовичи;53533
c42479;p;CITY;Бешенковичи;42479
c54559;p;CITY;Бибики;54559
c54521;p;CITY;Бигосово;54521
c54522;p;CITY;Бильдюги;54522
c54523;p;CITY;Близница;54523
c53337;p;CITY;Блонь;53337
c53381;p;CITY;Блужа;53381
c52724;p;CITY;Бобовичи;52724
c52752;p;CITY;Бобовка;52752
c53408;p;CITY;Бобр;53408
c54560;p;CITY;Бобренята;54560
c52386;p;CITY;Бобрик;52386
c53169;p;CITY;Бобровичи;53169
c54561;p;CITY;Бобровичи;54561
c52493;p;CITY;Боброво;52493
c54465;p;CITY;Бобровцы;54465
c42480;p;CITY;Бобруйск;42480
c54639;p;CITY;Богатырево;54639
c52601;p;CITY;Богатырская;52601
c52382;p;CITY;Богдановка;52382
c54524;p;CITY;Богданово;54524
c53332;p;CITY;Богданово;53332
c52895;p;CITY;Богутичи;52895
c53206;p;CITY;Богушевичи;53206
c54525;p;CITY;Богушевск;54525
c53356;p;CITY;Бокшицы;53356
c42473;p;CITY;Болбасово;42473
c52763;p;CITY;Болотня;52763
c53073;p;CITY;Больтишки;53073
c42481;p;CITY;Большая Берестовица;42481
c54706;p;CITY;Большая Боровка;54706
c54595;p;CITY;Большая Каплица;54595
c54466;p;CITY;Большая Колпеница;54466
c54467;p;CITY;Большая Курница;54467
c53629;p;CITY;Большая Мощаница;53629
c54562;p;CITY;Большевик;54562
c53333;p;CITY;Большевик;53333
c53594;p;CITY;Большие Бортники;53594
c53114;p;CITY;Большие Воробьевичи;53114
c53078;p;CITY;Большие Жуховичи;53078
c52603;p;CITY;Большие Калиновичи;52603
c54468;p;CITY;Большие Косичи;54468
c52565;p;CITY;Большие Летцы;52565
c52473;p;CITY;Большие Мотыкалы;52473
c52319;p;CITY;Большие Радваничи;52319
c52384;p;CITY;Большие Чучевичи;52384
c52975;p;CITY;Большие Шиловичи;52975
c52920;p;CITY;Большие Эйсмонты;52920
c52360;p;CITY;Большие Яковчицы;52360
c52335;p;CITY;Большое Малешево;52335
c53025;p;CITY;Большое Можейково;53025
c53315;p;CITY;Большое Стахово;53315
c53296;p;CITY;Большое Стиклево;53296
c52570;p;CITY;Большой Полсвиж;52570
c53382;p;CITY;Большой Рожан;53382
c53465;p;CITY;Большой Тростенец;53465
c53466;p;CITY;Бор;53466
c52585;p;CITY;Борздовка;52585
c42482;p;CITY;Борисов;42482
c52879;p;CITY;Борисовщина;52879
c52413;p;CITY;Боричевичи;52413
c52251;p;CITY;Борки;52251
c54526;p;CITY;Борковичи;54526
c53485;p;CITY;Борколабово;53485
c53386;p;CITY;Боровая;53386
c52882;p;CITY;Боровая Буда;52882
c52748;p;CITY;Боровики;52748
c53572;p;CITY;Боровица;53572
c52498;p;CITY;Боровка;52498
c53445;p;CITY;Боровляны;53445
c54640;p;CITY;Боровое;54640
c52736;p;CITY;Боровое;52736
c52506;p;CITY;Боровуха;52506
c53521;p;CITY;Бороньки;53521
c53001;p;CITY;Боруны;53001
c52799;p;CITY;Борщевка;52799
c52280;p;CITY;Бостынь;52280
c53478;p;CITY;Ботвиновка;53478
c52800;p;CITY;Ботвиново;52800
c53531;p;CITY;Боханы;53531
c54527;p;CITY;Бочейково;54527
c42483;p;CITY;Брагин;42483
c54641;p;CITY;Брановичи;54641
c42484;p;CITY;Браслав;42484
c52394;p;CITY;Брашевичи;52394
c42485;p;CITY;Брест;42485
c53237;p;CITY;Бродец;53237
c52469;p;CITY;Бродница;52469
c53128;p;CITY;Бродовка;53128
c54469;p;CITY;Броды;54469
c53481;p;CITY;Брожа;53481
c52930;p;CITY;Брольники;52930
c52901;p;CITY;Бронислав;52901
c54563;p;CITY;Бронное;54563
c53550;p;CITY;Брыли;53550
c52525;p;CITY;Буда;52525
c52723;p;CITY;Буда Головчицкая;52723
c52893;p;CITY;Буда Люшевская;52893
c42486;p;CITY;Буда-Кошелево;42486
c54564;p;CITY;Буда-Софиевка;54564
c54528;p;CITY;Будилово;54528
c53170;p;CITY;Будслав;53170
c53604;p;CITY;Буды;53604
c54529;p;CITY;Буевщина;54529
c53619;p;CITY;Буйничи;53619
c52891;p;CITY;Буйновичи;52891
c52883;p;CITY;Букча;52883
c54565;p;CITY;Булавки;54565
c52830;p;CITY;Бурки;52830
c52252;p;CITY;Буховичи;52252
c52691;p;CITY;Бывальки;52691
c54530;p;CITY;Быки;54530
c52425;p;CITY;Бытень;52425
c42487;p;CITY;Быхов;42487
c54531;p;CITY;Бычиха;54531
c52960;p;CITY;Ваверка;52960
c52804;p;CITY;Валавск;52804
c52987;p;CITY;Валевка;52987
c53444;p;CITY;Валерьяново;53444
c52375;p;CITY;Валище;52375
c54470;p;CITY;Вартыцк;54470
c54596;p;CITY;Василевичи;54596
c52732;p;CITY;Василевичи;52732
c53065;p;CITY;Василишки;53065
c52710;p;CITY;Васильевка;52710
c52522;p;CITY;Васильки;52522
c53575;p;CITY;Васьковичи;53575
c54532;p;CITY;Васюки;54532
c52820;p;CITY;Ведрич;52820
c53230;p;CITY;Вежи;53230
c53500;p;CITY;Вейно;53500
c54533;p;CITY;Велешковичи;54533
c53391;p;CITY;Великая Липа;53391
c52792;p;CITY;Великие Автюки;52792
c52387;p;CITY;Великие Луки;52387
c52687;p;CITY;Великие Немки;52687
c53370;p;CITY;Великие Нестановичи;53370
c54707;p;CITY;Великий Бор;54707
c52641;p;CITY;Великий Бор;52641
c54642;p;CITY;Великий Камень;54642
c54597;p;CITY;Великое Село;54597
c54534;p;CITY;Великое Село;54534
c52281;p;CITY;Великое Село;52281
c52475;p;CITY;Великорита;52475
c53195;p;CITY;Величковичи;53195
c52430;p;CITY;Велута;52430
c53136;p;CITY;Велятичи;53136
c53534;p;CITY;Вендорож;53534
c53089;p;CITY;Вензовец;53089
c53532;p;CITY;Веприн;53532
c53165;p;CITY;Вербицкие;53165
c52692;p;CITY;Вербовичи;52692
c53048;p;CITY;Вердомичи;53048
c53100;p;CITY;Верейки;53100
